arg_id	arg_text	arg_guideline	post_id	post_topic
3112	"The fetus breathes	 it just breathes amniotic (sp?) "	if a fetus breathes amniotic fluid.	243386	death penalty
3113	"Britain is a signatory of the UN Declaration on human rights	 and the European Convention on human rights	 which is enforcable throught the courts. "	if Britian is a signatory of the UN Declaration on human rights.	821190	death penalty
3114	At this point in time we're regressing in servicing our own society. 	if the US is regressing in servicing our own society.	370008	death penalty
3115	"When the richest nation on the planet concentrates on expanding prison facilities and can't even come close to keeping up	 the mistakes/problems creating that condition are obviously flourishing. "	What nation is the richest on the planet.	370008	death penalty
3116	"In fact	 with the death penalty you get more due process than someone with a life sentence...there aren't many advocates for helping those guys out. "	the due process for the death penalty compared to someone with a life sentence.	432658	death penalty
3117	"Some people are railroaded into prison usually due to local politics or poor investigations by the officers of the law. Surely	 with the advent of DNA forensics	 less people will be wrongly accused. "	if DNA forensics will decrease liklihood of people being falsely accused.	195579	death penalty
3118	I understand your point except: There is NO death row in Mexico. They do not have capitol punishment. 	death penalty in Mexico 	61522	death penalty
3119	The British Police have managed quite well without firearms for two centuries now. 	crime rates in Great Britain 	650254	death penalty
3120	"But really	 I think they may be on to something with Sharia Law. If you steal	 they cut off your hand. "	Sharia law on stealing 	172698	death penalty
3121	If you do drugs they execute you. 	Sharia law on drug use	172698	death penalty
3122	If you commit adultery they stone you to death. 	Sharia law penalties for adultery	172698	death penalty
3123	The RCC has already threatened to with hold Holy Communion to politicians who are proponents of abortion..........I just hope they soon follow through with the threat.......... 	if the RCC has threatened to withhold Holy communion to politicians who are proponents of abortion.	251949	death penalty
3124	You do realise they RELIQUESHED their rights the second they killed someone right? 	whether your rights are relinquished when you murder someone.	650219	death penalty
3125	Neither our Consitution nor the laws made under it give to any individual a right to private justice. 	if the constitution or any laws made give an individual a right to private justice.	650309	death penalty
3126	"Capitol punishment is not o.k.	 no matter how you try to justify it	 and if you are using Jesus Christ as justification	 then you are definitely never going to find that justification. "	what Jesus says in the bible about capitol punishment.	1275	death penalty
3127	"People in solitary confinement don't kill again either. People just in prison almost never kill again. If he/she is a cold-blooded murderer	 put them in solitary confinement. "	statistics on if people in solitary confinement tend to kill again.	432515	death penalty
